Date,Client Name,Legal Entity,Received Amount,Delivered Amount,Net Amount
2015-07-01,Bank of America,CitiBank London,76347,66498,9849
2015-08-01,Bank of America,CitiBank London,77317,68719,8598
2015-09-01,Bank of America,CitiBank London,76828,69276,7552
2015-10-01,Bank of America,CitiBank London,78855,66873,11982
2015-11-01,Bank of America,CitiBank London,88322,63331,24991
2015-12-01,Bank of America,CitiBank London,88668,62277,26391
2016-01-01,Bank of America,CitiBank London,85828,63688,22140
2016-02-01,Bank of America,CitiBank London,85918,64582,21336
2016-03-01,Bank of America,CitiBank London,83494,64256,19238
2016-04-01,Bank of America,CitiBank London,87277,68772,18505
2016-05-01,Bank of America,CitiBank London,83522,62468,21054
2016-06-01,Bank of America,CitiBank London,83455,67119,16336
2016-07-01,Bank of America,CitiBank London,83241,64547,18694
2016-08-01,Bank of America,CitiBank London,86684,69535,17149
2016-09-01,Bank of America,CitiBank London,95629,52444,43185
2016-10-01,Bank of America,CitiBank London,94293,58838,35455
2016-11-01,Bank of America,CitiBank London,97833,55298,42535
2016-12-01,Bank of America,CitiBank London,99357,58796,40561
2017-01-01,Bank of America,CitiBank London,96634,52393,44241
2017-02-01,Bank of America,CitiBank London,93712,58564,35148
2017-03-01,Bank of America,CitiBank London,91476,56683,34793
2017-04-01,Bank of America,CitiBank London,98468,56138,42330
2017-05-01,Bank of America,CitiBank London,93668,51971,41697
2017-06-01,Bank of America,CitiBank London,96362,56877,39485
2017-07-01,Bank of America,CitiBank London,108346,57421,50925
2017-08-01,Bank of America,CitiBank London,108662,55616,53046
2017-09-01,Bank of America,CitiBank London,102443,54225,48218
2017-10-01,Bank of America,CitiBank London,107167,57835,49332
2017-11-01,Bank of America,CitiBank London,105666,51374,54292
2017-12-01,Bank of America,CitiBank London,105446,52529,52917
2018-01-01,Bank of America,CitiBank London,103329,56455,46874
2018-02-01,Bank of America,CitiBank London,103228,52786,50442
2018-03-01,Bank of America,CitiBank London,108857,54296,54561
2018-04-01,Bank of America,CitiBank London,107615,57919,49696
2010-01-01,Bank of America,CitiBank Pune,14611,92764,-78153
2010-02-01,Bank of America,CitiBank Pune,16866,99226,-82360
2010-03-01,Bank of America,CitiBank Pune,15845,97629,-81784
2010-04-01,Bank of America,CitiBank Pune,18367,99146,-80779
2010-05-01,Bank of America,CitiBank Pune,15555,92684,-77129
2010-06-01,Bank of America,CitiBank Pune,18477,99842,-81365
2010-07-01,Bank of America,CitiBank Pune,11752,91622,-79870
2010-08-01,Bank of America,CitiBank Pune,16232,99681,-83449
2010-09-01,Bank of America,CitiBank Pune,17124,93883,-76759
2010-10-01,Bank of America,CitiBank Pune,16834,94886,-78052
2010-11-01,Bank of America,CitiBank Pune,25478,99179,-73701
2010-12-01,Bank of America,CitiBank Pune,26414,95918,-69504
2011-01-01,Bank of America,CitiBank Pune,27723,91363,-63640
2011-02-01,Bank of America,CitiBank Pune,22497,94478,-71981
2011-03-01,Bank of America,CitiBank Pune,25855,93789,-67934
2011-04-01,Bank of America,CitiBank Pune,29145,92694,-63549
2011-05-01,Bank of America,CitiBank Pune,22566,94436,-71870
2011-06-01,Bank of America,CitiBank Pune,21593,94833,-73240
2011-07-01,Bank of America,CitiBank Pune,23317,95973,-72656
2011-08-01,Bank of America,CitiBank Pune,25144,94583,-69439
2011-09-01,Bank of America,CitiBank Pune,34329,88322,-53993
2011-10-01,Bank of America,CitiBank Pune,33964,83869,-49905
2011-11-01,Bank of America,CitiBank Pune,39296,84663,-45367
2011-12-01,Bank of America,CitiBank Pune,37796,86656,-48860
2012-01-01,Bank of America,CitiBank Pune,37767,86116,-48349
2012-02-01,Bank of America,CitiBank Pune,35845,87441,-51596
2012-03-01,Bank of America,CitiBank Pune,38381,87485,-49104
2012-04-01,Bank of America,CitiBank Pune,35646,87692,-52046
2012-05-01,Bank of America,CitiBank Pune,35221,86786,-51565
2012-06-01,Bank of America,CitiBank Pune,35598,88286,-52688
2012-07-01,Bank of America,CitiBank Pune,41276,81586,-40310
2012-08-01,Bank of America,CitiBank Pune,44348,89128,-44780
2012-09-01,Bank of America,CitiBank Pune,46953,87744,-40791
2012-10-01,Bank of America,CitiBank Pune,41596,83341,-41745
2012-11-01,Bank of America,CitiBank Pune,49579,87256,-37677
2012-12-01,Bank of America,CitiBank Pune,48155,86559,-38404
2013-01-01,Bank of America,CitiBank Pune,42434,81218,-38784
2013-02-01,Bank of America,CitiBank Pune,41757,82135,-40378
2013-03-01,Bank of America,CitiBank Pune,45759,88548,-42789
2013-04-01,Bank of America,CitiBank Pune,49278,89557,-40279
2013-05-01,Bank of America,CitiBank Pune,52917,78972,-26055
2013-06-01,Bank of America,CitiBank Pune,57114,75514,-18400
2013-07-01,Bank of America,CitiBank Pune,59868,72728,-12860
2013-08-01,Bank of America,CitiBank Pune,52766,75652,-22886
2013-09-01,Bank of America,CitiBank Pune,52529,76637,-24108
2013-10-01,Bank of America,CitiBank Pune,59575,74652,-15077
2013-11-01,Bank of America,CitiBank Pune,53416,78116,-24700
2013-12-01,Bank of America,CitiBank Pune,56173,77549,-21376
2014-01-01,Bank of America,CitiBank Pune,58277,71611,-13334
2014-02-01,Bank of America,CitiBank Pune,55497,75246,-19749
2014-03-01,Bank of America,CitiBank Pune,61249,71523,-10274
2014-04-01,Bank of America,CitiBank Pune,64214,71761,-7547
2014-05-01,Bank of America,CitiBank Pune,63686,77691,-14005
2014-06-01,Bank of America,CitiBank Pune,62163,75338,-13175
2014-07-01,Bank of America,CitiBank Pune,61215,74431,-13216
2014-08-01,Bank of America,CitiBank Pune,62988,74875,-11887
2014-09-01,Bank of America,CitiBank Pune,64144,78941,-14797
2014-10-01,Bank of America,CitiBank Pune,61517,75115,-13598
2014-11-01,Bank of America,CitiBank Pune,67876,77992,-10116
2014-12-01,Bank of America,CitiBank Pune,67229,77112,-9883
2015-01-01,Bank of America,CitiBank Pune,75721,61643,14078
2015-02-01,Bank of America,CitiBank Pune,75737,62282,13455
2015-03-01,Bank of America,CitiBank Pune,76242,68923,7319
2015-04-01,Bank of America,CitiBank Pune,75567,63236,12331
2015-05-01,Bank of America,CitiBank Pune,78546,67391,11155
2015-06-01,Bank of America,CitiBank Pune,78426,62387,16039
2015-07-01,Bank of America,CitiBank Pune,75267,68988,6279
2015-08-01,Bank of America,CitiBank Pune,72239,69898,2341
2015-09-01,Bank of America,CitiBank Pune,74737,63975,10762
2015-10-01,Bank of America,CitiBank Pune,73692,66811,6881
2015-11-01,Bank of America,CitiBank Pune,81468,63622,17846
2015-12-01,Bank of America,CitiBank Pune,85278,63561,21717
2016-01-01,Bank of America,CitiBank Pune,84549,66532,18017
2016-02-01,Bank of America,CitiBank Pune,88772,61957,26815
2016-03-01,Bank of America,CitiBank Pune,82341,66286,16055
2016-04-01,Bank of America,CitiBank Pune,86934,66291,20643
2016-05-01,Bank of America,CitiBank Pune,87282,66311,20971
2016-06-01,Bank of America,CitiBank Pune,85863,65121,20742
2016-07-01,Bank of America,CitiBank Pune,84332,64342,19990
2016-08-01,Bank of America,CitiBank Pune,86661,66318,20343
2016-09-01,Bank of America,CitiBank Pune,91138,57329,33809
2016-10-01,Bank of America,CitiBank Pune,96834,51918,44916
2016-11-01,Bank of America,CitiBank Pune,97615,55338,42277
2016-12-01,Bank of America,CitiBank Pune,92924,51335,41589
2017-01-01,Bank of America,CitiBank Pune,94448,55793,38655
2017-02-01,Bank of America,CitiBank Pune,96227,56462,39765
2017-03-01,Bank of America,CitiBank Pune,93477,55669,37808
2017-04-01,Bank of America,CitiBank Pune,99412,53691,45721
2017-05-01,Bank of America,CitiBank Pune,94126,51599,42527
2017-06-01,Bank of America,CitiBank Pune,99689,59272,40417
2017-07-01,Bank of America,CitiBank Pune,105631,55143,50488
2017-08-01,Bank of America,CitiBank Pune,102153,55981,46172
2017-09-01,Bank of America,CitiBank Pune,109287,52297,56990
2017-10-01,Bank of America,CitiBank Pune,109428,56466,52962
2017-11-01,Bank of America,CitiBank Pune,108283,51795,56488
2017-12-01,Bank of America,CitiBank Pune,105357,56581,48776
2018-01-01,Bank of America,CitiBank Pune,105587,54512,51075
2018-02-01,Bank of America,CitiBank Pune,105691,55137,50554
2018-03-01,Bank of America,CitiBank Pune,106419,56349,50070
2018-04-01,Bank of America,CitiBank Pune,109161,56357,52804
2010-01-01,Bank of America,CitiBank Singapore,16262,94634,-78372
2010-02-01,Bank of America,CitiBank Singapore,11536,94785,-83249
2010-03-01,Bank of America,CitiBank Singapore,11889,99582,-87693
2010-04-01,Bank of America,CitiBank Singapore,18443,98759,-80316
2010-05-01,Bank of America,CitiBank Singapore,11987,98247,-86260
2010-06-01,Bank of America,CitiBank Singapore,13757,97911,-84154
2010-07-01,Bank of America,CitiBank Singapore,17314,91959,-74645
2010-08-01,Bank of America,CitiBank Singapore,19424,93486,-74062
2010-09-01,Bank of America,CitiBank Singapore,18252,97928,-79676
2010-10-01,Bank of America,CitiBank Singapore,14532,92766,-78234
2010-11-01,Bank of America,CitiBank Singapore,21635,92933,-71298
2010-12-01,Bank of America,CitiBank Singapore,28585,93438,-64853
2011-01-01,Bank of America,CitiBank Singapore,29852,97997,-68145
2011-02-01,Bank of America,CitiBank Singapore,25639,91198,-65559
2011-03-01,Bank of America,CitiBank Singapore,22186,91921,-69735
2011-04-01,Bank of America,CitiBank Singapore,29169,97825,-68656
2011-05-01,Bank of America,CitiBank Singapore,25796,91333,-65537
2011-06-01,Bank of America,CitiBank Singapore,27414,91244,-63830
2011-07-01,Bank of America,CitiBank Singapore,27151,99149,-71998
2011-08-01,Bank of America,CitiBank Singapore,26834,92396,-65562
2011-09-01,Bank of America,CitiBank Singapore,32145,83892,-51747
2011-10-01,Bank of America,CitiBank Singapore,36518,85412,-48894
2011-11-01,Bank of America,CitiBank Singapore,34881,83723,-48842
2011-12-01,Bank of America,CitiBank Singapore,33232,85727,-52495
2012-01-01,Bank of America,CitiBank Singapore,35329,87762,-52433
2012-02-01,Bank of America,CitiBank Singapore,34819,86791,-51972
2012-03-01,Bank of America,CitiBank Singapore,39226,88447,-49221
2012-04-01,Bank of America,CitiBank Singapore,36349,83883,-47534
2012-05-01,Bank of America,CitiBank Singapore,37784,83556,-45772
2012-06-01,Bank of America,CitiBank Singapore,32131,84132,-52001
2012-07-01,Bank of America,CitiBank Singapore,47826,85227,-37401
2012-08-01,Bank of America,CitiBank Singapore,41855,82854,-40999
2012-09-01,Bank of America,CitiBank Singapore,46554,84587,-38033
2012-10-01,Bank of America,CitiBank Singapore,47618,85187,-37569
2012-11-01,Bank of America,CitiBank Singapore,45643,81944,-36301
2012-12-01,Bank of America,CitiBank Singapore,48892,89969,-41077
2013-01-01,Bank of America,CitiBank Singapore,47964,87787,-39823
2013-02-01,Bank of America,CitiBank Singapore,46254,86431,-40177
2013-03-01,Bank of America,CitiBank Singapore,41733,86721,-44988
2013-04-01,Bank of America,CitiBank Singapore,44865,83431,-38566
2013-05-01,Bank of America,CitiBank Singapore,51229,79228,-27999
2013-06-01,Bank of America,CitiBank Singapore,57418,79514,-22096
2013-07-01,Bank of America,CitiBank Singapore,54991,72776,-17785
2013-08-01,Bank of America,CitiBank Singapore,55547,74941,-19394
2013-09-01,Bank of America,CitiBank Singapore,55395,76948,-21553
2013-10-01,Bank of America,CitiBank Singapore,53172,73865,-20693
2013-11-01,Bank of America,CitiBank Singapore,54554,73869,-19315
2013-12-01,Bank of America,CitiBank Singapore,54523,79881,-25358
2014-01-01,Bank of America,CitiBank Singapore,56251,78547,-22296
2014-02-01,Bank of America,CitiBank Singapore,53855,76776,-22921
2014-03-01,Bank of America,CitiBank Singapore,67411,75245,-7834
2014-04-01,Bank of America,CitiBank Singapore,63738,74836,-11098
2014-05-01,Bank of America,CitiBank Singapore,69732,75138,-5406
2014-06-01,Bank of America,CitiBank Singapore,62827,72642,-9815
2014-07-01,Bank of America,CitiBank Singapore,66428,72987,-6559
2014-08-01,Bank of America,CitiBank Singapore,69815,76317,-6502
2014-09-01,Bank of America,CitiBank Singapore,68729,75288,-6559
2014-10-01,Bank of America,CitiBank Singapore,61875,74869,-12994
2014-11-01,Bank of America,CitiBank Singapore,63526,74893,-11367
2014-12-01,Bank of America,CitiBank Singapore,63255,73514,-10259
2015-01-01,Bank of America,CitiBank Singapore,75869,61321,14548
2015-02-01,Bank of America,CitiBank Singapore,78377,62583,15794
2015-03-01,Bank of America,CitiBank Singapore,72739,69236,3503
2015-04-01,Bank of America,CitiBank Singapore,76379,63663,12716
2015-05-01,Bank of America,CitiBank Singapore,77845,64328,13517
2015-06-01,Bank of America,CitiBank Singapore,73633,67515,6118
2015-07-01,Bank of America,CitiBank Singapore,72446,66247,6199
2015-08-01,Bank of America,CitiBank Singapore,76373,66358,10015
2015-09-01,Bank of America,CitiBank Singapore,79226,66315,12911
2015-10-01,Bank of America,CitiBank Singapore,78821,64138,14683
2015-11-01,Bank of America,CitiBank Singapore,85943,63229,22714
2015-12-01,Bank of America,CitiBank Singapore,87512,65762,21750
2016-01-01,Bank of America,CitiBank Singapore,83279,68428,14851
2016-02-01,Bank of America,CitiBank Singapore,83594,69549,14045
2016-03-01,Bank of America,CitiBank Singapore,86158,65466,20692
2016-04-01,Bank of America,CitiBank Singapore,86244,68226,18018
2016-05-01,Bank of America,CitiBank Singapore,84613,63191,21422
2016-06-01,Bank of America,CitiBank Singapore,83368,67357,16011
2016-07-01,Bank of America,CitiBank Singapore,88193,65148,23045
2016-08-01,Bank of America,CitiBank Singapore,81649,65638,16011
2016-09-01,Bank of America,CitiBank Singapore,92746,58787,33959
2016-10-01,Bank of America,CitiBank Singapore,99987,57687,42300
2016-11-01,Bank of America,CitiBank Singapore,96271,54692,41579
2016-12-01,Bank of America,CitiBank Singapore,95981,58585,37396
2017-01-01,Bank of America,CitiBank Singapore,91938,52632,39306
2017-02-01,Bank of America,CitiBank Singapore,96121,53957,42164
2017-03-01,Bank of America,CitiBank Singapore,92929,57568,35361
2017-04-01,Bank of America,CitiBank Singapore,99274,54551,44723
2017-05-01,Bank of America,CitiBank Singapore,92259,52135,40124
2017-06-01,Bank of America,CitiBank Singapore,93537,53512,40025
2017-07-01,Bank of America,CitiBank Singapore,109618,54499,55119
2017-08-01,Bank of America,CitiBank Singapore,109678,53344,56334
2017-09-01,Bank of America,CitiBank Singapore,104373,57523,46850
2017-10-01,Bank of America,CitiBank Singapore,108493,55962,52531
2017-11-01,Bank of America,CitiBank Singapore,103249,53765,49484
2017-12-01,Bank of America,CitiBank Singapore,107881,51319,56562
2018-01-01,Bank of America,CitiBank Singapore,107542,55373,52169
2018-02-01,Bank of America,CitiBank Singapore,104137,58626,45511
2018-03-01,Bank of America,CitiBank Singapore,107441,55211,52230
2018-04-01,Bank of America,CitiBank Singapore,108199,55563,52636
2010-01-01,Bank of America,CitiBank HongKong,16919,93244,-76325
2010-02-01,Bank of America,CitiBank HongKong,18643,95288,-76645
2010-03-01,Bank of America,CitiBank HongKong,16161,93495,-77334
2010-04-01,Bank of America,CitiBank HongKong,17734,96814,-79080
2010-05-01,Bank of America,CitiBank HongKong,12936,96933,-83997
2010-06-01,Bank of America,CitiBank HongKong,16122,92924,-76802
2010-07-01,Bank of America,CitiBank HongKong,13361,95561,-82200
2010-08-01,Bank of America,CitiBank HongKong,13362,99539,-86177
2010-09-01,Bank of America,CitiBank HongKong,12352,98933,-86581
2010-10-01,Bank of America,CitiBank HongKong,17192,95646,-78454
2010-11-01,Bank of America,CitiBank HongKong,21451,99248,-77797
2010-12-01,Bank of America,CitiBank HongKong,28198,94571,-66373
2011-01-01,Bank of America,CitiBank HongKong,23827,91957,-68130
2011-02-01,Bank of America,CitiBank HongKong,28475,97784,-69309
2011-03-01,Bank of America,CitiBank HongKong,28987,91422,-62435
2011-04-01,Bank of America,CitiBank HongKong,26944,92228,-65284
2011-05-01,Bank of America,CitiBank HongKong,27156,91433,-64277
2011-06-01,Bank of America,CitiBank HongKong,21577,94481,-72904
2011-07-01,Bank of America,CitiBank HongKong,25261,99426,-74165
2011-08-01,Bank of America,CitiBank HongKong,26676,91517,-64841
2011-09-01,Bank of America,CitiBank HongKong,34566,85314,-50748
2011-10-01,Bank of America,CitiBank HongKong,39177,86693,-47516
2011-11-01,Bank of America,CitiBank HongKong,39969,83927,-43958
2011-12-01,Bank of America,CitiBank HongKong,38397,89565,-51168
2012-01-01,Bank of America,CitiBank HongKong,36779,82887,-46108
2012-02-01,Bank of America,CitiBank HongKong,38979,84934,-45955
2012-03-01,Bank of America,CitiBank HongKong,39395,88382,-48987
2012-04-01,Bank of America,CitiBank HongKong,35558,86337,-50779
2012-05-01,Bank of America,CitiBank HongKong,37353,81345,-43992
2012-06-01,Bank of America,CitiBank HongKong,38586,89135,-50549
2012-07-01,Bank of America,CitiBank HongKong,41521,83138,-41617
2012-08-01,Bank of America,CitiBank HongKong,44851,85198,-40347
2012-09-01,Bank of America,CitiBank HongKong,44167,83664,-39497
2012-10-01,Bank of America,CitiBank HongKong,41158,86231,-45073
2012-11-01,Bank of America,CitiBank HongKong,45766,82892,-37126
2012-12-01,Bank of America,CitiBank HongKong,42986,81857,-38871
2013-01-01,Bank of America,CitiBank HongKong,48124,83713,-35589
2013-02-01,Bank of America,CitiBank HongKong,45925,88135,-42210
2013-03-01,Bank of America,CitiBank HongKong,42424,85782,-43358
2013-04-01,Bank of America,CitiBank HongKong,46768,86833,-40065
2013-05-01,Bank of America,CitiBank HongKong,56975,71291,-14316
2013-06-01,Bank of America,CitiBank HongKong,56328,79885,-23557
2013-07-01,Bank of America,CitiBank HongKong,59758,72542,-12784
2013-08-01,Bank of America,CitiBank HongKong,57422,71433,-14011
2013-09-01,Bank of America,CitiBank HongKong,54564,79479,-24915
2013-10-01,Bank of America,CitiBank HongKong,57743,71359,-13616
2013-11-01,Bank of America,CitiBank HongKong,51426,79642,-28216
2013-12-01,Bank of America,CitiBank HongKong,54616,74676,-20060
2014-01-01,Bank of America,CitiBank HongKong,51918,75666,-23748
2014-02-01,Bank of America,CitiBank HongKong,51396,79447,-28051
2014-03-01,Bank of America,CitiBank HongKong,68271,79589,-11318
2014-04-01,Bank of America,CitiBank HongKong,63424,71263,-7839
2014-05-01,Bank of America,CitiBank HongKong,67715,78633,-10918
2014-06-01,Bank of America,CitiBank HongKong,65762,75677,-9915
2014-07-01,Bank of America,CitiBank HongKong,69155,78548,-9393
2014-08-01,Bank of America,CitiBank HongKong,68152,77834,-9682
2014-09-01,Bank of America,CitiBank HongKong,69752,78619,-8867
2014-10-01,Bank of America,CitiBank HongKong,63621,74895,-11274
2014-11-01,Bank of America,CitiBank HongKong,62523,77249,-14726
2014-12-01,Bank of America,CitiBank HongKong,66238,74947,-8709
2015-01-01,Bank of America,CitiBank HongKong,74594,64738,9856
2015-02-01,Bank of America,CitiBank HongKong,73934,69878,4056
2015-03-01,Bank of America,CitiBank HongKong,71498,68269,3229
2015-04-01,Bank of America,CitiBank HongKong,73563,64739,8824
2015-05-01,Bank of America,CitiBank HongKong,75485,61774,13711
2015-06-01,Bank of America,CitiBank HongKong,74834,68515,6319
2015-07-01,Bank of America,CitiBank HongKong,72256,69132,3124
2015-08-01,Bank of America,CitiBank HongKong,72439,68611,3828
2015-09-01,Bank of America,CitiBank HongKong,78296,69589,8707
2015-10-01,Bank of America,CitiBank HongKong,72538,68457,4081
2015-11-01,Bank of America,CitiBank HongKong,87621,61378,26243
2015-12-01,Bank of America,CitiBank HongKong,83978,64783,19195
2016-01-01,Bank of America,CitiBank HongKong,85856,62168,23688
2016-02-01,Bank of America,CitiBank HongKong,83489,62312,21177
2016-03-01,Bank of America,CitiBank HongKong,86351,66836,19515
2016-04-01,Bank of America,CitiBank HongKong,87557,63219,24338
2016-05-01,Bank of America,CitiBank HongKong,81528,65684,15844
2016-06-01,Bank of America,CitiBank HongKong,85852,62942,22910
2016-07-01,Bank of America,CitiBank HongKong,85785,66264,19521
2016-08-01,Bank of America,CitiBank HongKong,86624,65376,21248
2016-09-01,Bank of America,CitiBank HongKong,93537,59583,33954
2016-10-01,Bank of America,CitiBank HongKong,93337,54273,39064
2016-11-01,Bank of America,CitiBank HongKong,98244,54562,43682
2016-12-01,Bank of America,CitiBank HongKong,96799,58245,38554
2017-01-01,Bank of America,CitiBank HongKong,96731,53587,43144
2017-02-01,Bank of America,CitiBank HongKong,99989,55511,44478
2017-03-01,Bank of America,CitiBank HongKong,91376,52216,39160
2017-04-01,Bank of America,CitiBank HongKong,92637,54226,38411
2017-05-01,Bank of America,CitiBank HongKong,93586,52815,40771
2017-06-01,Bank of America,CitiBank HongKong,91854,58879,32975
2017-07-01,Bank of America,CitiBank HongKong,109976,51128,58848
2017-08-01,Bank of America,CitiBank HongKong,105193,56833,48360
2017-09-01,Bank of America,CitiBank HongKong,104553,59983,44570
2017-10-01,Bank of America,CitiBank HongKong,101413,57392,44021
2017-11-01,Bank of America,CitiBank HongKong,103388,54192,49196
2017-12-01,Bank of America,CitiBank HongKong,105535,51976,53559
2018-01-01,Bank of America,CitiBank HongKong,106139,53144,52995
2018-02-01,Bank of America,CitiBank HongKong,108772,53468,55304
2018-03-01,Bank of America,CitiBank HongKong,104924,59982,44942
2018-04-01,Bank of America,CitiBank HongKong,106243,56823,49420
2010-01-01,Barclays,CitiBank New York,13227,94964,-81737
2010-02-01,Barclays,CitiBank New York,14514,97178,-82664
2010-03-01,Barclays,CitiBank New York,16159,94585,-78426
2010-04-01,Barclays,CitiBank New York,19183,97488,-78305
2010-05-01,Barclays,CitiBank New York,11786,99633,-87847
2010-06-01,Barclays,CitiBank New York,19948,92593,-72645
2010-07-01,Barclays,CitiBank New York,18223,91793,-73570
2010-08-01,Barclays,CitiBank New York,19386,95844,-76458
2010-09-01,Barclays,CitiBank New York,14553,92813,-78260
2010-10-01,Barclays,CitiBank New York,17593,98718,-81125
2010-11-01,Barclays,CitiBank New York,28669,95515,-66846
2010-12-01,Barclays,CitiBank New York,24216,95298,-71082
2011-01-01,Barclays,CitiBank New York,29854,95329,-65475
2011-02-01,Barclays,CitiBank New York,28113,95513,-67400
2011-03-01,Barclays,CitiBank New York,25831,99166,-73335
2011-04-01,Barclays,CitiBank New York,24392,93199,-68807
2011-05-01,Barclays,CitiBank New York,23189,92986,-69797
2011-06-01,Barclays,CitiBank New York,21994,99424,-77430
2011-07-01,Barclays,CitiBank New York,23282,95948,-72666
2011-08-01,Barclays,CitiBank New York,21737,91792,-70055
2011-09-01,Barclays,CitiBank New York,34277,83728,-49451
2011-10-01,Barclays,CitiBank New York,36639,86159,-49520
2011-11-01,Barclays,CitiBank New York,36598,88222,-51624
2011-12-01,Barclays,CitiBank New York,33463,89342,-55879
2012-01-01,Barclays,CitiBank New York,36717,83421,-46704
2012-02-01,Barclays,CitiBank New York,34327,82675,-48348
2012-03-01,Barclays,CitiBank New York,36772,89573,-52801
2012-04-01,Barclays,CitiBank New York,36863,83852,-46989
2012-05-01,Barclays,CitiBank New York,38867,87159,-48292
2012-06-01,Barclays,CitiBank New York,36419,84561,-48142
2012-07-01,Barclays,CitiBank New York,48265,88633,-40368
2012-08-01,Barclays,CitiBank New York,44574,81253,-36679
2012-09-01,Barclays,CitiBank New York,43696,86148,-42452
2012-10-01,Barclays,CitiBank New York,42137,84227,-42090
2012-11-01,Barclays,CitiBank New York,48147,86539,-38392
2012-12-01,Barclays,CitiBank New York,47756,89243,-41487
2013-01-01,Barclays,CitiBank New York,46778,84417,-37639
2013-02-01,Barclays,CitiBank New York,44582,84584,-40002
2013-03-01,Barclays,CitiBank New York,41693,81229,-39536
2013-04-01,Barclays,CitiBank New York,45855,81548,-35693
2013-05-01,Barclays,CitiBank New York,52751,74566,-21815
2013-06-01,Barclays,CitiBank New York,55868,71417,-15549
2013-07-01,Barclays,CitiBank New York,51524,79897,-28373
2013-08-01,Barclays,CitiBank New York,58667,77916,-19249
2013-09-01,Barclays,CitiBank New York,59642,75488,-15846
2013-10-01,Barclays,CitiBank New York,52497,72993,-20496
2013-11-01,Barclays,CitiBank New York,52837,74643,-21806
2013-12-01,Barclays,CitiBank New York,57754,72372,-14618
2014-01-01,Barclays,CitiBank New York,55519,76869,-21350
2014-02-01,Barclays,CitiBank New York,57849,77171,-19322
2014-03-01,Barclays,CitiBank New York,64318,76341,-12023
2014-04-01,Barclays,CitiBank New York,69664,71917,-2253
2014-05-01,Barclays,CitiBank New York,67546,78271,-10725
2014-06-01,Barclays,CitiBank New York,64738,72943,-8205
2014-07-01,Barclays,CitiBank New York,63871,73994,-10123
2014-08-01,Barclays,CitiBank New York,66337,78852,-12515
2014-09-01,Barclays,CitiBank New York,66123,76725,-10602
2014-10-01,Barclays,CitiBank New York,68623,74592,-5969
2014-11-01,Barclays,CitiBank New York,68856,73968,-5112
2014-12-01,Barclays,CitiBank New York,61323,75183,-13860
2015-01-01,Barclays,CitiBank New York,71292,64244,7048
2015-02-01,Barclays,CitiBank New York,77949,62989,14960
2015-03-01,Barclays,CitiBank New York,75854,67663,8191
2015-04-01,Barclays,CitiBank New York,77278,65334,11944
2015-05-01,Barclays,CitiBank New York,71632,68397,3235
2015-06-01,Barclays,CitiBank New York,79494,62776,16718
2015-07-01,Barclays,CitiBank New York,78912,66619,12293
2015-08-01,Barclays,CitiBank New York,75119,64553,10566
2015-09-01,Barclays,CitiBank New York,76377,67589,8788
2015-10-01,Barclays,CitiBank New York,78674,68848,9826
2015-11-01,Barclays,CitiBank New York,85757,62386,23371
2015-12-01,Barclays,CitiBank New York,88639,65531,23108
2016-01-01,Barclays,CitiBank New York,88785,62435,26350
2016-02-01,Barclays,CitiBank New York,83265,69832,13433
2016-03-01,Barclays,CitiBank New York,83898,64572,19326
2016-04-01,Barclays,CitiBank New York,81321,68814,12507
2016-05-01,Barclays,CitiBank New York,89189,62381,26808
2016-06-01,Barclays,CitiBank New York,84844,62293,22551
2016-07-01,Barclays,CitiBank New York,82542,66699,15843
2016-08-01,Barclays,CitiBank New York,87183,66426,20757
2016-09-01,Barclays,CitiBank New York,94531,54477,40054
2016-10-01,Barclays,CitiBank New York,99449,55256,44193
2016-11-01,Barclays,CitiBank New York,96591,52758,43833
2016-12-01,Barclays,CitiBank New York,99958,57443,42515
2017-01-01,Barclays,CitiBank New York,97668,56346,41322
2017-02-01,Barclays,CitiBank New York,94511,53575,40936
2017-03-01,Barclays,CitiBank New York,97353,59694,37659
2017-04-01,Barclays,CitiBank New York,95792,55633,40159
2017-05-01,Barclays,CitiBank New York,97943,54542,43401
2017-06-01,Barclays,CitiBank New York,97436,58927,38509
2017-07-01,Barclays,CitiBank New York,106865,57242,49623
2017-08-01,Barclays,CitiBank New York,106963,56127,50836
2017-09-01,Barclays,CitiBank New York,106262,58833,47429
2017-10-01,Barclays,CitiBank New York,107891,54949,52942
2017-11-01,Barclays,CitiBank New York,105177,55875,49302
2017-12-01,Barclays,CitiBank New York,105493,51672,53821
2018-01-01,Barclays,CitiBank New York,107267,51772,55495
2018-02-01,Barclays,CitiBank New York,107523,59839,47684
2018-03-01,Barclays,CitiBank New York,101365,56844,44521
2018-04-01,Barclays,CitiBank New York,103529,53987,49542
2010-01-01,Barclays,CitiBank London,12222,95753,-83531
2010-02-01,Barclays,CitiBank London,13458,95138,-81680
2010-03-01,Barclays,CitiBank London,16984,97331,-80347
2010-04-01,Barclays,CitiBank London,15493,92139,-76646
2010-05-01,Barclays,CitiBank London,11519,92541,-81022
2010-06-01,Barclays,CitiBank London,19584,91358,-71774
2010-07-01,Barclays,CitiBank London,16665,95117,-78452
2010-08-01,Barclays,CitiBank London,16433,92998,-76565
2010-09-01,Barclays,CitiBank London,14497,98249,-83752
2010-10-01,Barclays,CitiBank London,19584,93622,-74038
2010-11-01,Barclays,CitiBank London,23946,91851,-67905
